Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
Hard Times,"Charles Dickens, Jeff Nunokawa, Gage McWeeny","",9780321107213,paperback,read,2015/10/07,"","",1,"",,,,,,,4.0,Times were hard y'all. Pretty good book tho.,"",,"",No
How to Get Filthy Rich in Rising Asia,Mohsin Hamid,"",9781594487293,hardcover,read,2019/01/21,2019/01/31,2019/01/31,1,"",,,,,,,5.0,,"",,"",No
Song of Solomon,Toni Morrison,"",9781400033423,paperback,to-read,2019/02/08,"","",0,"",,,,,,,,,"",,"",No
La tregua,Mario Benedetti,"",9789707311169,paperback,read,2015/10/07,"","",1,"",,,,,,,3.0,"Guango, no hace mucho para que te caiga bien el protagonista y después usa técnicas baratas para sacarte respuestas emocionales. Muy debajo de la capacidad de Benedetti.","",,"",No
The Confidence Game: Why We Fall for It . . . Every Time,Maria Konnikova,"",9780525427414,hardcover,to-read,2019/08/06,"","",0,"",,,,,,,,,"",,"",No
Gran Libro de Baby Sign,Andrea Beitia,"",9788441441880,,read,2024/06/15,2024/06/18,2024/06/18,1,"",,,,,,,3.0,,"",,"",No
Lord of Chaos,Robert Jordan,"",9780812513752,paperback,read,2018/08/29,2018/10/10,2018/10/10,1,"",,,,,,,3.0,,"",,"",No
Rise of the King,R.A. Salvatore,Robert M. Lewis,9780786965151,hardcover,to-read,2021/02/09,"","",0,"",,,,,,,,,"",,"",No
The Bromance Book Club,Lyssa Kay Adams,"",9781984806109,digital,read,2019/10/22,2019/11/21,2019/11/21,1,"",,,,,,,3.0,,"",,"",No
The Bookish Life of Nina Hill,Abbi Waxman,"",9780451491879,paperback,read,2020/05/31,2020/07/17,2020/07/17,1,"",,,,,,,3.0,,"",,"",No
Artificios,Jorge Luis Borges,"",9788420646060,paperback,read,2024/02/17,2024/04/12,2024/04/12,1,"",,,,,,,5.0,,"",,"",No
The Proposal,Jasmine Guillory,"",9780399587689,paperback,read,2019/01/30,2019/02/14,2019/02/14,1,"",,,,,,,5.0,,"",,"",No
Lo anterior,Cristina Rivera Garza,"",9706990879,,read,2020/06/29,2020/07/08,2020/07/08,1,"",,,,,,,3.0,,"",,"",No
Un sueño realizado y otros cuentos,Juan Carlos Onetti,"","",,to-read,2020/08/28,"","",0,"",,,,,,,,,"",,"",No
Night and Day,Virginia Woolf,Julia Briggs (Contributor),9780140185683,paperback,read,2015/10/07,2020/06/18,2020/06/18,2,"",,,,,,,5.0,I'll try to keep this short. I loved it.,"",,"",No
The Book of Doors,Gareth Brown,"",9780063323988,hardcover,to-read,2024/03/13,"","",0,"",,,,,,,,,"",,"",No
Abril rojo,Santiago Roncagliolo,"",9789707704626,paperback,read,2016/03/03,2016/08/08,2016/08/08,1,"",,,,,,,4.0,,"",,"",No
La Novela de Peron,"Tomás Eloy Martínez, Tomás Eloy Martínez","",,,to-read,2025/09/05,"","",0,"",,,,,,,,,"",,"",No
All the Names They Used for God,Anjali Sachdeva,"",9780399593000,hardcover,to-read,2019/03/05,"","",0,"",,,,,,,,,"",,"",No
Everything is Tuberculosis,John Green,"",9780525556572,hardcover,read,2025/07/28,2025/11/03,2025/11/01-2025/11/03,1,"emotional, sad",medium,,,,,,3.75,"","","","",No
If Cats Disappeared From The World,Genki Kawamura,Eric Selland (Translator),9781509889174,paperback,to-read,2025/07/28,"","",0,"",,,,,,,,,"",,"",No
4:50 from Paddington,Agatha Christie,"",9781579126933,hardcover,read,2019/04/28,2019/04/28,2019/04/28,1,"",,,,,,,4.0,,"",,"",No
H.G. Wells: Seven Novels,H.G. Wells,"",9781435114906,hardcover,read,2015/10/08,"","",1,"",,,,,,,4.0,,"",,"",No
The Making of the Atomic Bomb,Richard Rhodes,"",9780684813783,paperback,to-read,2025/10/01,"","",0,"",,,,,,,,,"",,"",No
Eragon,Christopher Paolini,"",9780375826696,paperback,read,2015/10/08,"","",1,"",,,,,,,4.0,,"",,"",No
The Canterbury Tales,Geoffrey Chaucer,Nevill Coghill (Translator),9780140424386,paperback,to-read,2021/05/17,"","",0,"",,,,,,,,,"",,"",No
The Horse and His Boy,C.S. Lewis,"",9780439861366,paperback,read,2015/10/07,"","",1,"",,,,,,,5.0,,"",,"",No
The View from the Cheap Seats: Selected Nonfiction,Neil Gaiman,"",9780062262264,hardcover,to-read,2016/11/11,"","",0,"",,,,,,,,,"",,"",No
As I Lay Dying,William Faulkner,Noel Polk,9780394747453,paperback,to-read,2016/06/14,"","",0,"",,,,,,,,,"",,"",No
The Voyage of the Dawn Treader,C.S. Lewis,Pauline Baynes (Illustrator),9780061125270,hardcover,read,2015/10/07,"","",1,"",,,,,,,3.0,,"",,"",No
A Study in Emerald,"Rafael Scavone, Neil Gaiman","Rafael Albuquerque (Illustrator), Dave Stewart (Illustrator)",9781506703930,hardcover,read,2018/12/12,2024/02/17,2024/02/17,1,"",,,,,,,5.0,,"",,"",No
Macbeth,William Shakespeare,"",9780743477109,paperback,read,2020/04/28,2020/05/06,2020/05/06,1,"",,,,,,,4.0,,"",,"",No
Runaway,Alice Munro,"",9781400077915,paperback,read,2016/12/08,2017/03/12,2017/03/12,1,"",,,,,,,4.0,,"",,"",No
Maten al león,Jorge Ibargá¼engoitia,"",9789682705199,paperback,to-read,2024/08/25,"","",0,"",,,,,,,,,"",,"",No
Enemy of God,Bernard Cornwell,Jonathan Keeble (Narrator),B00P2V4HPG,audio,read,2019/08/31,2020/03/15,2020/03/15,1,"",,,,,,,5.0,,"",,"",No
Miami Blues,Charles Willeford,"",9781400032464,paperback,read,2024/06/15,2024/07/14,2024/07/14,1,"",,,,,,,5.0,,"",,"",No
The Will of the Many,James Islington,"",9781982141196,digital,read,2023/12/17,2024/06/09,2024/06/09,1,"",,,,,,,4.0,Let's see if he can land this thing,"",,"",No
The Adventure of 'The Western Star': A Short Story,Agatha Christie,"",9780062249227,audio,read,2018/10/15,2018/10/15,2018/10/15,1,"",,,,,,,4.0,,"",,"",No
La ley de Herodes,Jorge Ibargüengoitia,"",9789682710346,,read,2024/10/31,2024/12/31,2024/12/31,1,"",,,,,,,4.0,,"",,"",No
Merlinin metsä,Robert Holdstock,Susanna Paarma (Translator),9780451455642,hardcover,to-read,2021/07/14,"","",0,"",,,,,,,,,"",,"",No
Fangirl,Rainbow Rowell,"",9789897102097,paperback,read,2019/08/08,2019/08/15,2019/08/15,1,"",,,,,,,2.0,,"",,"",No
Of Mice and Men,John Steinbeck,"",9780142000670,paperback,read,2020/08/20,2020/08/20,2020/08/20,1,"",,,,,,,5.0,,"",,"",No
A Storm of Swords,George R.R. Martin,"",9780593158968,digital,read,2015/10/08,"","",1,"",,,,,,,4.0,,"",,"",No
Sojourn,R.A. Salvatore,"",9781560760474,paperback,read,2021/02/09,2021/05/01,2021/05/01,1,"",,,,,,,,,"",,"",No
the witch doesn't burn in this one,Amanda Lovelace,"",9781449489427,paperback,to-read,2019/12/07,"","",0,"",,,,,,,,,"",,"",No
The Story of Kullervo,J.R.R. Tolkien,Verlyn Flieger,9780008131371,digital,read,2017/02/16,2017/02/17,2017/02/17,1,"",,,,,,,3.0,,"",,"",No
El infinito en un junco: la invención de los libros en el mundo antiguo,Irene Vallejo,"",9788417860790,paperback,to-read,2023/11/04,"","",0,"",,,,,,,,,"",,"",No
The Hummingbird's Daughter,Luis Alberto Urrea,"",9780316154529,paperback,to-read,2017/06/18,"","",0,"",,,,,,,,,"",,"",No
Nuclear War : A Scenario,Annie Jacobsen,"",9780593476093,hardcover,read,2024/06/25,2024/10/25,2024/10/25,1,"",,,,,,,5.0,,"",,"",No
The Joy of Sex,Alex Comfort,"",9781840007855,,read,2017/11/26,2017/11/30,2017/11/30,1,"",,,,,,,5.0,,"",,"",No
The Obelisk Gate,N.K. Jemisin,"",B010PIFF6K,digital,to-read,2023/10/13,"","",0,"",,,,,,,,,"",,"",No
The Midnight Library,Matt Haig,"",9780525559474,hardcover,read,2021/02/09,2021/08/25,2021/08/25,1,"",,,,,,,4.0,,"",,"",No
"Space Odyssey: Stanley Kubrick, Arthur C. Clarke, and the Making of a Masterpiece",Michael Benson,"",9781501163937,hardcover,to-read,2021/07/14,"","",0,"",,,,,,,,,"",,"",No
1Q84,Haruki Murakami,"Jay Rubin (Translator), Philip Gabriel (Translator)",9780307593313,hardcover,read,2015/10/07,"","",1,"",,,,,,,3.0,"This book is to a real novel what dry humping is to sex. And though I believe a lot of what Murakami left unexplained was intentional I still felt unsatisfied. That is, I get that he made a decision to leave a lot of mysteries for the reader to dwell upon, and I get that there's people that would appreciate that, I'm just not one of them.","",,"",No
The Orc King,R.A. Salvatore,"",9780786943401,hardcover,to-read,2021/02/09,"","",0,"",,,,,,,,,"",,"",No
How to Read a Book: The Classic Guide to Intelligent Reading,"Mortimer J. Adler, Charles Van Doren",Edward Holland (Narrator),9781441741189,audio,to-read,2016/06/14,"","",0,"",,,,,,,,,"",,"",No
Seed to Dust: A Gardener's Story,Marc Hamer,"",9781787302068,hardcover,to-read,2024/01/03,"","",0,"",,,,,,,,,"",,"",No
Wilder Girls,Rory Power,"",9780525645580,hardcover,to-read,2019/07/08,"","",0,"",,,,,,,,,"",,"",No
Then She Was Gone,Lisa Jewell,"",9781501154645,hardcover,to-read,2018/10/31,"","",0,"",,,,,,,,,"",,"",No
Beach Read,Emily Henry,"",9781984806734,paperback,read,2020/04/20,2020/06/18,2020/06/18,1,"",,,,,,,4.0,,"",,"",No
Emma,Jane Austen,"",9780141439587,paperback,read,2015/10/17,2016/07/12,2016/07/12,1,"",,,,,,,4.0,"Clueless was a bit more fun, although you should definitely read this if you've enjoyed previous Austen","",,"",No
The Jane Austen Society,Natalie Jenner,"",9781250248732,hardcover,read,2021/02/09,2023/07/22,2023/07/22,1,"",,,,,,,4.0,,"",,"",No
She Who Became the Sun,Shelley Parker-Chan,"",9781250621795,digital,to-read,2021/03/17,"","",0,"",,,,,,,,,"",,"",No
Sleeping Giants,Rene Denfeld,"",9780063359376,paperback,to-read,2024/08/30,"","",0,"",,,,,,,,,"",,"",No
Alice in Wonderland [Adaptation],"Jane Carruth, Lewis Carroll",Rene Cloke (Illustrator),9780517223628,hardcover,read,2015/10/07,"","",1,"",,,,,,,5.0,,"",,"",No
Shakespeare's Sonnets,William Shakespeare,Katherine Duncan-Jones,9781903436578,paperback,read,2016/06/03,2016/06/18,2016/06/18,1,"",,,,,,,3.0,Liked them fine. Although I wouldn't recommend them as an introduction to the Bard.,"",,"",No
The Princess Bride,William Goldman,"",9780345418265,paperback,read,2015/10/20,2016/05/31,2016/05/31,1,"",,,,,,,4.0,,"",,"",No
Robots and Empire,Isaac Asimov,"",9780586062005,paperback,read,2015/10/08,"","",1,"",,,,,,,2.0,,"",,"",No
Fantastic Mr. Fox,Roald Dahl,Quentin Blake (Illustrator),9780375822070,hardcover,read,2016/02/22,2016/04/11,2016/04/11,1,"",,,,,,,4.0,A weird case where the movie is better than the book. Still pretty funny tho.,"",,"",No
El libro de arena,Jorge Luis Borges,"",9788420633138,paperback,read,2024/07/01,2024/07/31,2024/07/31,1,"",,,,,,,5.0,,"",,"",No
The Brothers Karamazov,Fyodor Dostoevsky,"Richard Pevear (Translator), Larissa Volokhonsky (Translator)",9780374528379,paperback,read,2020/05/11,2021/08/13,2021/08/13,1,"",,,,,,,3.0,,"",,"",No
Green Hills of Africa,Ernest Hemingway,Edward Shenton,9780099460954,paperback,read,2015/10/07,"","",1,"",,,,,,,4.0,"His style is so compelling to me that even books with plots that were so unappealing to me (like this one) can be very enjoyable. The part in the first chapter in which he talks about American Literature is as brilliant as it gets. So, read it if you like Hemingway, if you don't or you haven't read Hemingway I would recommend starting with The Old Man and The Sea and going from there.","",,"",No
Outrage: The Five Reasons Why O. J. Simpson Got Away with Murder,Vincent Bugliosi,"",9780393330830,paperback,read,2024/05/03,2024/10/31,2024/10/31,1,"",,,,,,,2.0,,"",,"",No
The Body in the Library,Agatha Christie,"",9781579126261,hardcover,read,2018/10/26,2018/10/26,2018/10/26,1,"",,,,,,,5.0,,"",,"",No
The Silent Blade,R.A. Salvatore,"",9780786913886,paperback,read,2021/02/09,2023/09/27,2023/09/27,1,"",,,,,,,2.0,,"",,"",No
The Meaning of It All: Thoughts of a Citizen-Scientist,Richard P. Feynman,"",9780465023943,paperback,read,2015/10/17,"","",1,"",,,,,,,4.0,,"",,"",No
"Slow Days, Fast Company: The World, the Flesh, and L.A.",Eve Babitz,"",9781681370095,digital,to-read,2024/01/31,"","",0,"",,,,,,,,,"",,"",No
Neverwinter,R.A. Salvatore,"",9780786958429,hardcover,to-read,2021/02/09,"","",0,"",,,,,,,,,"",,"",No
The Glass Menagerie,Tennessee Williams,"",9780811214049,paperback,read,2017/02/11,2017/06/12,2017/06/12,1,"",,,,,,,5.0,,"",,"",No
Notes of a Native Son,James Baldwin,"",9780807064313,paperback,to-read,2019/12/20,"","",0,"",,,,,,,,,"",,"",No
Archmage,R.A. Salvatore,"",9780786965755,hardcover,to-read,2021/02/09,"","",0,"",,,,,,,,,"",,"",No
An Anonymous Girl,"Greer Hendricks, Sarah Pekkanen","",9781250133731,hardcover,to-read,2019/07/08,"","",0,"",,,,,,,,,"",,"",No
Foundation,Isaac Asimov,"",9780553803716,hardcover,read,2015/10/08,2016/12/08,2016/12/08,1,"",,,,,,,5.0,,"",,"",No
What We Lose,Zinzi Clemmons,"",9780735221710,hardcover,read,2017/12/06,2019/11/04,2019/11/04,1,"",,,,,,,4.0,,"",,"",No
Arráncame la vida,Ángeles Mastretta,"",9788432216398,paperback,read,2015/10/10,"","",1,"",,,,,,,4.0,,"",,"",No
A Man Named Doll,Jonathan Ames,"",9780316703659,hardcover,to-read,2025/10/24,"","",0,"",,,,,,,,,"",,"",No
Niebla,Miguel de Unamuno,"",9788423919154,paperback,read,2023/11/17,2024/10/02,2024/10/02,1,"",,,,,,,4.0,,"",,"",No
Headstrong: 52 Women Who Changed Science-And the World,Rachel Swaby,"",9780553446791,paperback,read,2016/05/27,2016/08/08,2016/08/08,1,"",,,,,,,5.0,,"",,"",No
The Bicentennial Man and Other Stories,Isaac Asimov,"",9781857989328,paperback,read,2020/04/15,2020/04/20,2020/04/20,1,"",,,,,,,3.0,,"",,"",No
A Thousand Naked Strangers: a Paramedic's Wild Ride to the Edge and Back,Kevin Hazzard,"",9781501110832,hardcover,to-read,2016/12/08,"","",0,"",,,,,,,,,"",,"",No
We Were Liars,E. Lockhart,"",9780385741279,paperback,to-read,2017/11/30,"","",0,"",,,,,,,,,"",,"",No
Las intermitencias de la muerte,José Saramago,Pilar del Río Sánchez,9789587043648,paperback,read,2017/11/26,2017/12/19,2017/12/19,1,"",,,,,,,5.0,,"",,"",No
The Chocolate Box,Agatha Christie,"","",audio,read,2018/10/15,2018/10/15,2018/10/15,1,"",,,,,,,4.0,,"",,"",No
The Tainted Cup,Robert Jackson Bennett,"",9781984820709,hardcover,to-read,2024/07/31,"","",0,"",,,,,,,,,"",,"",No
Interview with the Vampire,Anne Rice,"",9780345476876,paperback,to-read,2023/11/17,"","",0,"",,,,,,,,,"",,"",No
La casa de Bernarda Alba,Federico García Lorca,"Antonio Sobejano-Moran, Paola Bianco",9781585101436,paperback,to-read,2023/11/17,"","",0,"",,,,,,,,,"",,"",No
Flowers for Algernon,Daniel Keyes,"",9780156030083,paperback,read,2023/10/13,2023/11/18,2023/11/18,1,"",,,,,,,4.0,,"",,"",No
Don Quijote de la Mancha I,Miguel de Cervantes,J.R. Cuenot,9788477110972,paperback,read,2018/11/16,2018/11/29,2018/11/29,1,"",,,,,,,4.0,,"",,"",No
A Gentle Creature and Other Stories: White Nights; A Gentle Creature; The Dream of a Ridiculous Man,"Alan Myers, Fyodor Dostoevsky, W.J. Leatherbarrow",Fyodor Dostoevsky (Translator),,paperback,read,2024/03/06,2024/04/01,2024/04/01,1,"",,,,,,,5.0,,"",,"",No
Mindfulness on the Go,Padraig O'Morain,"",9780373893294,paperback,to-read,2016/06/14,"","",0,"",,,,,,,,,"",,"",No
The Return,Rachel Harrison,"",9780593098660,hardcover,read,2020/07/21,2020/07/30,2020/07/30,1,"",,,,,,,4.0,,"",,"",No
The White Guard,Mikhail Bulgakov,Michael Glenny,9780099490661,paperback,to-read,2025/09/06,"","",0,"",,,,,,,,,"",,"",No
The Stand,Stephen King,Grover Gardner (Narrator),"",audio,to-read,2023/11/01,"","",0,"",,,,,,,,,"",,"",No
The Dragon Reborn,Robert Jordan,"",9780765305114,paperback,read,2018/01/31,2018/08/29,2018/08/29,1,"",,,,,,,4.0,,"",,"",No
Girls Burn Brighter,Shobha Rao,"",9781250074256,hardcover,to-read,2018/10/31,"","",0,"",,,,,,,,,"",,"",No
El otoño del patriarca,Gabriel García Márquez,"",9789681317072,paperback,read,2015/10/07,"","",1,"",,,,,,,3.0,,"",,"",No
The Infinite Plan,Isabel Allende,"",9780060924980,paperback,to-read,2023/11/17,"","",0,"",,,,,,,,,"",,"",No
The Invisible Man,H.G. Wells,"",9780451528520,paperback,read,2015/10/17,"","",1,"",,,,,,,3.0,,"",,"",No
The Hollowing,Robert Holdstock,"",9780765311108,paperback,to-read,2021/07/14,"","",0,"",,,,,,,,,"",,"",No
Don't Let Her Stay,Nicola Sanders,"",B0BSCQ3ZX7,digital,read,2023/11/18,2025/06/25,2025/06/25,1,"",,,,,,,4.0,"You'll like it if you like trashy thrillers. I do, so I did","",,"",No
Confess,Colleen Hoover,"",9781476791456,paperback,to-read,2016/05/27,"","",0,"",,,,,,,,,"",,"",No
The Adventures of Sherlock Holmes,Arthur Conan Doyle,"",9780007350834,paperback,read,2015/10/07,"","",1,"",,,,,,,5.0,,"",,"",No
A Room With a View,E.M. Forster,"",9781420925432,paperback,to-read,2016/12/08,"","",0,"",,,,,,,,,"",,"",No
The Call of the Wild/White Fang,Jack London,"",9781587263897,hardcover,read,2015/11/24,2016/01/10,2016/01/10,1,"",,,,,,,3.0,Not as good as I remembered from my childhood.,"",,"",No
Animal Farm,George Orwell,"",9789660393691,paperback,read,2015/10/07,"","",1,"",,,,,,,4.0,,"",,"",No
Crime and Punishment,Fyodor Dostoevsky,"",9781613822609,paperback,read,2019/01/16,2019/04/28,2019/04/28,1,"",,,,,,,4.0,,"",,"",No
I Will Find You,Harlan Coben,"",9781538748367,hardcover,to-read,2023/08/08,"","",0,"",,,,,,,,,"",,"",No
Weyward,Emilia Hart,"",9781250280800,hardcover,to-read,2023/11/28,"","",0,"",,,,,,,,,"",,"",No
Light in August,William Faulkner,"",9780679732266,paperback,to-read,2016/05/27,"","",0,"",,,,,,,,,"",,"",No
Bad Science,Ben Goldacre,"",9780007240197,paperback,to-read,2016/05/30,"","",0,"",,,,,,,,,"",,"",No
A Moveable Feast,Ernest Hemingway,"","",paperback,read,2016/03/11,2016/03/15,2016/03/15,1,"",,,,,,,4.0,,"",,"",No
The Food Lab: Better Home Cooking Through Science,J. Kenji López-Alt,"",9780393081084,hardcover,to-read,2023/12/02,"","",0,"",,,,,,,,,"",,"",No
The Name of the Wind,Patrick Rothfuss,"",9780756404079,hardcover,read,2019/02/28,2019/03/12,2019/03/12,1,"",,,,,,,4.0,,"",,"",No
The Adventure of the Egyptian Tomb - a Hercule Poirot Short Story,Agatha Christie,David Suchet (Narrator),9780886469580,audio,read,2018/10/15,2018/10/15,2018/10/15,1,"",,,,,,,4.0,,"",,"",No
The Bride Test,Helen Hoang,"",9780451490827,paperback,to-read,2019/02/11,"","",0,"",,,,,,,,,"",,"",No
Rules of Prey,John Sandford,"",9780425205815,paperback,read,2023/07/26,2023/09/27,2023/09/27,1,"",,,,,,,3.0,,"",,"",No
We Were the Lucky Ones,Georgia Hunter,"",9780399563089,hardcover,to-read,2017/12/06,"","",0,"",,,,,,,,,"",,"",No
Mexico City Blues,Jack Kerouac,Pierre Joris,9782267012620,paperback,read,2015/10/08,"","",1,"",,,,,,,4.0,,"",,"",No
The Magic Mountain,Thomas Mann,"",9789354994173,digital,read,2016/12/08,2017/06/01,2017/06/01,1,"",,,,,,,3.0,,"",,"",No
The Daughter of Odren,Ursula K. Le Guin,"",9780544358386,digital,to-read,2024/04/01,"","",0,"",,,,,,,,,"",,"",No
Oliver Twist,Charles Dickens,"",9783791536071,hardcover,read,2015/10/07,"","",1,"",,,,,,,4.0,"There's a bit of a contradiction in my heart with this book. When I think back on it two things jumped to mind: one is, how bored I was and how long this book felt, the other, a warm fuzzy feeling in my heart that says everything will be alright.","",,"",No
Rayuela,Julio Cortázar,"",9780729300148,paperback,read,2015/10/07,"","",1,"",,,,,,,1.0,,"",,"",No
The A.B.C. Murders,Agatha Christie,"",9781579126247,hardcover,read,2017/02/28,2017/03/05,2017/03/05,1,"",,,,,,,4.0,,"",,"",No
Pet Sematary,Stephen King,"",0451132378,paperback,read,2019/11/04,2019/11/27,2019/11/27,1,"",,,,,,,,,"",,"",No
Truly Madly Guilty,Liane Moriarty,"",9781250125569,hardcover,read,2017/11/30,2019/08/01,2019/08/01,1,"",,,,,,,4.0,,"",,"",No
The Bonfire of the Vanities,Tom Wolfe,"",9780312427573,paperback,to-read,2021/05/17,"","",0,"",,,,,,,,,"",,"",No
One by One,Ruth Ware,Imogen Church (Narrator),9781797111360,audio,read,2021/02/09,2021/02/28,2021/02/28,1,"",,,,,,,,,"",,"",No
Winter Prey,John Sandford,"",9780425141236,paperback,read,2024/03/27,2024/04/19,2024/04/19,1,"",,,,,,,4.0,,"",,"",No
Wolf Hall,Hilary Mantel,"",9780312429980,paperback,to-read,2025/07/10,"","",0,"",,,,,,,,,"",,"",No
Rain Reign,Ann M. Martin,"",9780312643003,hardcover,to-read,2020/04/13,"","",0,"",,,,,,,,,"",,"",No
The World Without Us,Alan Weisman,"",97803124327900,paperback,read,2016/02/08,2016/02/20,2016/02/20,1,"",,,,,,,4.0,,"",,"",No
Beloved,Toni Morrison,"",9781400033416,paperback,to-read,2020/06/05,"","",0,"",,,,,,,,,"",,"",No
The Stone Sky,N.K. Jemisin,"","",digital,to-read,2023/10/13,"","",0,"",,,,,,,,,"",,"",No
In the Woods,Tana French,"",9781101147153,digital,to-read,2023/11/17,"","",0,"",,,,,,,,,"",,"",No
The Adventure Zone: Here There Be Gerblins,"Griffin McElroy, Clint McElroy, Justin McElroy, Travis McElroy, Carey Pietsch",Carey Pietsch (Illustrator),9781250153708,paperback,to-read,2019/05/06,"","",0,"",,,,,,,,,"",,"",No
Villete,Charlotte Brontë,"",9781508416913,paperback,to-read,2016/06/14,"","",0,"",,,,,,,,,"",,"",No
From Time to Time,Jack Finney,"",9780684818443,paperback,to-read,2024/03/18,"","",0,"",,,,,,,,,"",,"",No
At Bertram's Hotel,Agatha Christie,"","",digital,to-read,2019/01/30,"","",0,"",,,,,,,,,"",,"",No
Maestro,R.A. Salvatore,"",9780786965915,hardcover,to-read,2021/02/09,"","",0,"",,,,,,,,,"",,"",No
No Exit,Taylor Adams,"",9781912106769,digital,read,2019/09/04,2019/09/04,2019/09/04,1,"",,,,,,,3.0,Too many twists in the home stretch.,"",,"",No
Children of Virtue and Vengeance,Tomi Adeyemi,"",9781250170996,hardcover,read,2020/01/28,2020/02/20,2020/02/20,1,"",,,,,,,3.0,,"",,"",No
Three Blind Mice,Ed McBain,"",9781559700801,hardcover,read,2017/11/26,2017/11/30,2017/11/30,1,"",,,,,,,4.0,,"",,"",No
Shakespeare in Company,Bart van Es,"",9780199569311,hardcover,to-read,2017/02/11,"","",0,"",,,,,,,,,"",,"",No
The Bible Says So: What We Get Right (and Wrong) About Scripture's Most Controversial Issues,Dan McClellan,"",9781250347466,hardcover,to-read,2025/05/20,"","",0,"",,,,,,,,,"",,"",No
Yeah! Yeah! Yeah! The Story of Pop Music from Bill Haley to Beyoncé,Bob Stanley,"",9780393351682,paperback,to-read,2019/07/29,"","",0,"",,,,,,,,,"",,"",No
Laura Dean Keeps Breaking Up with Me,Mariko Tamaki,Rosemary Valero-O'Connell (Illustrator),9781250312846,hardcover,to-read,2020/04/20,"","",0,"",,,,,,,,,"",,"",No
A Midsummer Night's Dream,William Shakespeare,"",9780743477543,paperback,read,2020/06/15,2020/06/15,2020/06/15,1,"",,,,,,,4.0,,"",,"",No
Антихрист,Friedrich Nietzsche,В. Флерова,9781421270531,hardcover,read,2015/10/08,"","",1,"",,,,,,,3.0,,"",,"",No
Only Child,Rhiannon Navin,"",9781524733353,hardcover,to-read,2020/04/13,"","",0,"",,,,,,,,,"",,"",No
The Buenos Aires Affair,Manuel Puig,"",9789875805453,paperback,read,2017/11/26,2017/12/12,2017/12/12,1,"",,,,,,,3.0,,"",,"",No
Forward the Foundation,Isaac Asimov,"",9780553565072,paperback,read,2015/10/08,"","",1,"",,,,,,,3.0,,"",,"",No
The President,Miguel Ángel Asturias,Frances Partridge (Translator),9780881339512,paperback,to-read,2016/05/27,"","",0,"",,,,,,,,,"",,"",No
Hercule Poirot's Christmas,Agatha Christie,"",9780007120697,paperback,read,2020/02/20,2020/03/23,2020/03/23,1,"",,,,,,,5.0,,"",,"",No
The Sixth Wicked Child,J.D. Barker,"Graham Winton (Narrator), Edoardo Ballerini (Narrator)",9781980034933,audio,read,2019/09/11,2019/09/12,2019/09/12,1,"",,,,,,,3.0,,"",,"",No
Memorias del más allá para vivir en el más acá,Mariana García Luna,"",,,to-read,2016/12/08,"","",0,"",,,,,,,,,"",,"",No
Four Past Midnight,Stephen King,"",9780670835386,hardcover,to-read,2025/08/23,"","",0,"",,,,,,,,,"",,"",No
The Hate U Give,Angie Thomas,"",9780062498533,hardcover,read,2017/12/06,2018/12/12,2018/12/12,1,"",,,,,,,5.0,,"",,"",No
The Only One Left,Riley Sager,"",9780593183229,hardcover,to-read,2023/11/17,"","",0,"",,,,,,,,,"",,"",No
Little Broken Things,Nicole Baart,"",9781501133602,paperback,read,2020/04/13,2020/06/07,2020/06/07,1,"",,,,,,,3.0,,"",,"",No
The Satan: How God's Executioner Became the Enemy,Ryan E. Stokes,"",9780802872500,paperback,to-read,2024/03/19,"","",0,"",,,,,,,,,"",,"",No
Vera Wong's Unsolicited Advice for Murderers,Jesse Q. Sutanto,"",9780593549223,paperback,to-read,2023/08/08,"","",0,"",,,,,,,,,"",,"",No
As You Like It,William Shakespeare,"",9780743484862,paperback,read,2020/06/18,2020/06/27,2020/06/27,1,"",,,,,,,3.0,,"",,"",No
Brisingr,Christopher Paolini,"",9780375826726,hardcover,read,2015/10/08,"","",1,"",,,,,,,2.0,,"",,"",No
Streams of Silver,R.A. Salvatore,"",9780880386722,paperback,read,2021/02/09,2021/07/01,2021/07/01,1,"",,,,,,,4.0,,"",,"",No
Fat Loss Forever: How to Lose Fat and KEEP it Off,"Layne Norton, Peter Baker","",,,read,2023/09/28,2023/10/12,2023/10/12,1,"",,,,,,,4.0,,"",,"",No
The Man with the Twisted Lip,Arthur Conan Doyle,Edward Raleigh (Narrator),9780886464578,audio,read,2018/08/29,2018/01/01,2018/01/01,1,"",,,,,,,3.0,,"",,"",No
A Mercy,Toni Morrison,"",9780307264237,hardcover,read,2019/02/08,2019/10/05,2019/10/05,1,"",,,,,,,4.0,,"",,"",No
This Is How You Lose the Time War,"Max Gladstone, Amal El-Mohtar","",9781534431003,hardcover,read,2024/09/25,2024/12/31,2024/12/31,1,"",,,,,,,3.0,,"",,"",No
The Thirty-Nine Steps,John Buchan,"","",paperback,to-read,2025/09/08,"","",0,"",,,,,,,,,"",,"",No
Neanderthal Seeks Human,Penny Reid,"",9781960342447,hardcover,to-read,2019/02/11,"","",0,"",,,,,,,,,"",,"",No
