Title,Authors,Contributors,ISBN/UID,Format,Read Status,Date Added,Last Date Read,Dates Read,Read Count,Moods,Pace,Character- or Plot-Driven?,Strong Character Development?,Loveable Characters?,Diverse Characters?,Flawed Characters?,Star Rating,Review,Content Warnings,Content Warning Description,Tags,Owned?
Operation Barbarossa and Germany's Defeat in the East,David Stahel,"",9780521768474,hardcover,to-read,2025/07/20,"","",0,"",,,,,,,,,"",,"",No
Someone You Can Build a Nest In,John Wiswell,"",9780756418854,hardcover,to-read,2024/08/25,"","",0,"",,,,,,,,,"",,"",No
The Companions,R.A. Salvatore,"",9780786963713,hardcover,to-read,2021/02/09,"","",0,"",,,,,,,,,"",,"",No
The Overcoat and Other Short Stories,Nikolai Gogol,"",9780486270579,paperback,read,2025/07/11,2025/08/16,2025/08/16,1,"emotional, funny, reflective",medium,Character,Yes,It's complicated,Yes,It's complicated,3.75,"","","","",No
The Mirror Crack'd from Side to Side,Agatha Christie,"",9780007120987,paperback,read,2019/01/08,2019/01/21,2019/01/21,1,"",,,,,,,5.0,,"",,"",No
Los pasos de López,Jorge Ibargüengoitia,"",9789682702549,paperback,to-read,2024/08/25,"","",0,"",,,,,,,,,"",,"",No
Lateral: Wonderful Answers to Weird Questions,"Tom Scott, David Bodycombe","",9781454960249,paperback,to-read,2025/04/06,"","",0,"",,,,,,,,,"",,"",No
Little Fires Everywhere,Celeste Ng,"",9780735224292,hardcover,read,2017/12/06,2018/12/22,2018/12/22,1,"",,,,,,,4.0,,"",,"",No
Treasure Island,Robert Louis Stevenson,"",9780753453803,hardcover,read,2015/10/17,"","",1,"",,,,,,,4.0,,"",,"",No
Invisible Women: Data Bias in a World Designed for Men,Caroline Criado Pérez,"",9781419729072,hardcover,to-read,2019/11/06,"","",0,"",,,,,,,,,"",,"",No
The Blade Itself,Joe Abercrombie,"",9780575079793,paperback,read,2019/02/11,2019/02/22,2019/02/22,1,"",,,,,,,5.0,,"",,"",No
On the Decay of the Art of Lying,Mark Twain,"",9781557090744,hardcover,read,2015/10/22,"","",1,"",,,,,,,4.0,,"",,"",No
Stoker's Dracula,Roy Thomas,Dick Giordano,9780785114772,hardcover,read,2015/10/08,"","",1,"",,,,,,,3.0,,"",,"",No
Historia universal de la infamia,Jorge Luis Borges,"",9788420633145,paperback,read,2023/12/07,2024/01/25,2024/01/25,1,"",,,,,,,4.0,Muy entretenido,"",,"",No
Amsterdam,Ian McEwan,"",9780385494243,paperback,read,2016/06/14,2017/02/28,2017/02/28,2,"",,,,,,,3.0,,"",,"",No
Naked in Death,J.D. Robb,"",9780399151576,hardcover,to-read,2019/02/11,"","",0,"",,,,,,,,,"",,"",No
Insurgent,Veronica Roth,"",9780007442911,hardcover,read,2015/10/08,"","",1,"",,,,,,,2.0,,"",,"",No
Pantaleón y las visitadoras,Mario Vargas Llosa,"",9788495501028,paperback,read,2015/10/07,2016/07/19,2016/07/19,1,"",,,,,,,5.0,,"",,"",No
Miss Marple's Final Cases ,Agatha Christie,"",9780002315968,hardcover,read,2019/04/28,2019/04/29,2019/04/29,1,"",,,,,,,4.0,,"",,"",No
Los hijos de los días,Eduardo Galeano,"",9789876292009,,read,2016/03/30,2016/04/07,2016/04/07,1,"",,,,,,,3.0,,"",,"",No
Meet Cute,Helena Hunting,"",9781538760185,paperback,read,2019/02/11,2019/08/11,2019/08/11,1,"",,,,,,,3.0,,"",,"",No
Conversation in the Cathedral,Mario Vargas Llosa,"",9780060732806,paperback,read,2015/10/08,2016/02/25,2016/02/25,1,"",,,,,,,4.0,,"",,"",No
Fates and Furies,Lauren Groff,"",9781594634475,hardcover,read,2016/05/27,2017/03/12,2017/03/12,1,"",,,,,,,3.0,,"",,"",No
Ubik,Philip K. Dick,"Manuel Espín, David Alabort",9788498000832,paperback,read,2016/12/08,2017/10/19,2017/10/19,1,"",,,,,,,4.0,,"",,"",No
The Rest of the Story,Sarah Dessen,"",9780062933621,hardcover,read,2019/07/08,"","",1,"",,,,,,,2.0,,"",,"",No
His Majesty's Dragon,Naomi Novik,"",9780345481283,paperback,to-read,2024/08/06,"","",0,"",,,,,,,,,"",,"",No
To the Lighthouse,Virginia Woolf,"",9780415016636,paperback,read,2015/10/07,2016/02/18,2016/02/18,2,"",,,,,,,4.0,,"",,"",No
The Comedy of Those Extraordinary Twins,"Mark Twain, Mark Twain","",,,read,2015/10/22,2015/11/02,2015/11/02,1,"",,,,,,,2.0,"I'm sorry, I guess I just don't like plays.","",,"",No
The Beautiful and Damned,F. Scott Fitzgerald,"",9780743451505,paperback,read,2016/09/30,2016/11/14,2016/11/14,1,"",,,,,,,4.0,,"",,"",No
Hamnet,Maggie O'Farrell,"",9781472223791,hardcover,to-read,2024/08/30,"","",0,"",,,,,,,,,"",,"",No
The Complete Sherlock Holmes,Arthur Conan Doyle,"",9780880292610,hardcover,to-read,2018/01/28,"","",0,"",,,,,,,,,"",,"",No
The Once and Future King,T.H. White,"",9780441627400,paperback,to-read,2023/11/01,"","",0,"",,,,,,,,,"",,"",No
"The Social Animal: The Hidden Sources of Love, Character, and Achievement",David Brooks,"",9781400067602,hardcover,read,2016/05/02,2016/05/20,2016/05/20,1,"",,,,,,,3.0,,"",,"",No
Last Argument of Kings,Joe Abercrombie,"",9780575077904,paperback,read,2019/02/27,2019/02/28,2019/02/28,1,"",,,,,,,4.0,,"",,"",No
White Fang,Jack London,"","",paperback,read,2015/10/07,2016/01/10,2016/01/10,1,"",,,,,,,3.0,Not as good as I remembered,"",,"",No
A Book of Women Poets from Antiquity to Now: Selections from the World Over,"","",9780805209976,paperback,to-read,2019/08/08,"","",0,"",,,,,,,,,"",,"",No
Exit West,Mohsin Hamid,"",9780735212176,hardcover,read,2017/12/06,2019/01/21,2019/01/21,1,"",,,,,,,5.0,,"",,"",No
"Creators, Conquerors, and Citizens: A History of Ancient Greece",Robin Waterfield,"",9780190234300,hardcover,to-read,2024/03/19,"","",0,"",,,,,,,,,"",,"",No
The Extreme Life of the Sea,"Anthony R. Palumbi, Stephen R. Palumbi","",9780691149561,hardcover,read,2025/08/26,2025/10/14,2025/10/06-2025/10/14,1,"informative, inspiring, reflective",medium,,,,,,4.75,"","","","",No
My Brilliant Friend,Elena Ferrante,"Ann Goldstein (Translator), Hillary Huber (Narrator)",9781483080703,audio,read,2023/10/13,2024/01/17,2024/01/17,1,"",,,,,,,5.0,Very beautiful writing about friendship.,"",,"",No
México en mí,"Armando Fuentes Aguirre ""Catón""","",9786070799877,paperback,to-read,2023/12/07,"","",0,"",,,,,,,,,"",,"",No
Weapons of Math Destruction,Cathy O'Neil,"",9780553418811,hardcover,read,2016/12/08,2017/03/12,2017/03/12,1,"",,,,,,,4.0,,"",,"",No
"I, Robot",Isaac Asimov,"",9780553803709,hardcover,read,2015/10/08,"","",1,"",,,,,,,4.0,,"",,"",No
Anna Karenina,Leo Tolstoy,"Louise Maude (Translator), Constance Garnett (Translator), George Gibian (Translator), Dmitriy Butko (Translator), Aylmer Maude (Translator)",9780345803924,paperback,read,2020/02/20,2020/05/11,2020/05/11,1,"",,,,,,,5.0,,"",,"",No
Fire & Blood,George R.R. Martin,Doug Wheatley (Illustrator),9781524796280,hardcover,read,2018/12/05,2018/12/10,2018/12/10,1,"",,,,,,,4.0,,"",,"",No
La hora de la estrella,"Ítalo Moriconi, Florencia Garramuño, Clarice Lispector","",9789500518734,paperback,read,2019/01/22,2019/01/30,2019/01/30,1,"",,,,,,,2.0,,"",,"",No
The Little Book of Bees: An Illustrated Guide to the Extraordinary Lives of Bees,Hilary Kearney,Amy Holliday (Illustrator),9781419738685,hardcover,to-read,2019/09/30,"","",0,"",,,,,,,,,"",,"",No
Acceptance,Jeff VanderMeer,"",9780374104115,paperback,read,2019/08/31,2019/12/12,2019/12/12,1,"",,,,,,,3.0,,"",,"",No
A Little Blood and Dancing,Tyler Parker,"",9780771002090,hardcover,to-read,2025/11/10,"","",0,"",,,,,,,,,"",,"",No
Unfinished Portrait,"Mary Westmacott, Agatha Christie",Lewis Hancock (Narrator),9780007421473,audio,to-read,2019/02/27,"","",0,"",,,,,,,,,"",,"",No
Charlie and the Chocolate Factory,Roald Dahl,Quentin Blake,9780142403884,paperback,to-read,2016/02/22,"","",0,"",,,,,,,,,"",,"",No
The Curious Incident of the Dog in the Night-Time,Mark Haddon,"",9781400032716,paperback,read,2016/01/20,2016/05/20,2016/05/20,1,"",,,,,,,4.0,,"",,"",No
The Runaway Jury,John Grisham,"",9780385472944,hardcover,read,2023/07/22,2023/07/26,2023/07/26,1,"",,,,,,,5.0,,"",,"",No
Minority Report and Other Stories,Philip K. Dick,Keir Dullea (Narrator),9780060095260,audio,read,2017/03/12,2017/05/04,2017/05/04,1,"",,,,,,,4.0,,"",,"",No
What's Going on in There?: How the Brain and Mind Develop in the First Five Years of Life,Lise Eliot,"",9780553378252,paperback,read,2023/11/19,2024/05/26,2024/05/26,1,"",,,,,,,5.0,,"",,"",No
The Phantom Tollbooth,Norton Juster,Jules Feiffer (Illustrator),9780394820378,paperback,to-read,2016/01/19,"","",0,"",,,,,,,,,"",,"",No
The Adventure of the Beryl Coronet,Arthur Conan Doyle,Howard Haycraft,9781425474133,paperback,read,2018/10/29,2018/10/29,2018/10/29,1,"",,,,,,,3.0,,"",,"",No
Flatland: A Romance of Many Dimensions,Edwin A. Abbott,"",9780486272634,paperback,read,2015/10/07,"","",1,"",,,,,,,4.0,,"",,"",No
What Lies in the Woods,Kate Alice Marshall,"",9781250859884,hardcover,to-read,2023/08/08,"","",0,"",,,,,,,,,"",,"",No
Collected Stories,William Faulkner,"",B004XW5UIS,digital,to-read,2015/11/28,"","",0,"",,,,,,,,,"",,"",No
كرة القدم بين الشمس والظل,"Eduardo Galeano, إدواردو غاليانو",صالح علماني (Translator),9781859844236,paperback,read,2015/10/07,"","",1,"",,,,,,,3.0,"Fun, breezy, chill. Not a lot of depth, though.","",,"",No
My Lovely Wife,Samantha Downing,"",9781405939300,paperback,to-read,2019/07/08,"","",0,"",,,,,,,,,"",,"",No
The Light of All That Falls,James Islington,"",9780356507835,digital,to-read,2025/06/01,"","",0,"",,,,,,,,,"",,"",No
The Bear,Anton Chekhov,"","",digital,to-read,2025/07/28,"","",0,"",,,,,,,,,"",,"",No
The Year of the Witching,Alexis Henderson,"",9780593099605,hardcover,to-read,2021/02/09,"","",0,"",,,,,,,,,"",,"",No
The Chamber,John Grisham,"",9780385339667,paperback,read,2019/08/24,2019/08/24,2019/08/24,1,"",,,,,,,3.0,,"",,"",No
Daughter of Siena,Marina Fiorato,"",9780312609580,paperback,to-read,2023/10/22,"","",0,"",,,,,,,,,"",,"",No
Shadow Prey,John Sandford,"",9780425208847,paperback,read,2023/07/26,2023/08/24,2023/08/24,1,"",,,,,,,3.0,,"",,"",No
The Implacable Order of Things,José Luís Peixoto,Richard Zenith (Translator),9780385524469,hardcover,to-read,2018/12/12,"","",0,"",,,,,,,,,"",,"",No
Endless Night,Agatha Christie,"",9780007151677,paperback,read,2017/05/04,2017/05/29,2017/05/29,1,"",,,,,,,,,"",,"",No
Bretonische Geheimnisse,Jean-Luc Bannalec,"",9783462052015,paperback,to-read,2019/02/01,"","",0,"",,,,,,,,,"",,"",No
Thinking Basketball,Ben Taylor,"",9781532968174,paperback,read,2021/02/09,2021/02/17,2021/02/17,1,"",,,,,,,4.0,,"",,"",No
The Last Juror,John Grisham,"",9780385339681,paperback,read,2022/10/02,2022/10/02,2022/10/02,1,"",,,,,,,,,"",,"",No
The War of the Worlds,H.G. Wells,"",9780375759239,paperback,read,2015/10/17,"","",1,"",,,,,,,4.0,,"",,"",No
Brodie's Report,Jorge Luis Borges,Andrew Hurley (Translator),9780143039259,paperback,read,2015/10/07,"","",1,"",,,,,,,4.0,,"",,"",No
Foundation and Empire,Isaac Asimov,"",9780553803723,hardcover,read,2015/10/08,"","",1,"",,,,,,,3.0,,"",,"",No
A Memory Called Empire,Arkady Martine,"",9781529001587,paperback,to-read,2024/06/04,"","",0,"",,,,,,,,,"",,"",No
Hamlet,William Shakespeare,"",9780521618748,paperback,read,2020/05/12,2020/05/12,2020/05/12,1,"",,,,,,,5.0,,"",,"",No
The Pillars of the Earth,Ken Follett,"",9780451222138,paperback,to-read,2016/06/22,"","",0,"",,,,,,,,,"",,"",No
Women,Charles Bukowski,"",9780061177590,paperback,read,2015/10/07,"","",1,"",,,,,,,4.0,,"",,"",No
'Salem's Lot,Stephen King,"",9780450031069,paperback,read,2025/03/16,2025/08/28,2025/08/28,1,"dark, emotional, funny, tense",medium,A mix,No,It's complicated,Yes,No,4.0,"","","","",No
Harry Potter and the Chamber of Secrets,J.K. Rowling,"","",hardcover,read,2015/10/08,"","",2,"",,,,,,,4.0,,"",,"",No
The Adventure of the Gloria Scott,Arthur Conan Doyle,"",9781717578877,paperback,read,2018/11/21,2018/11/21,2018/11/21,1,"",,,,,,,4.0,,"",,"",No
"Ask Again, Yes",Mary Beth Keane,"",9781982106980,hardcover,to-read,2019/07/08,"","",0,"",,,,,,,,,"",,"",No
Tropic of Cancer,Henry Miller,"",9780802131782,paperback,read,2015/10/08,"","",1,"",,,,,,,3.0,,"",,"",No
Norse Mythology,Neil Gaiman,"",9780393609097,hardcover,to-read,2017/12/06,"","",0,"",,,,,,,,,"",,"",No
American Housewife,Helen Ellis,"",9780385541046,digital,to-read,2019/08/14,"","",0,"",,,,,,,,,"",,"",No
The Invisible Hour,Alice Hoffman,"",9781982175375,hardcover,to-read,2023/11/28,"","",0,"",,,,,,,,,"",,"",No
Relámpagos de Agosto,Jorge Ibargüengoitia,"",9789682700088,paperback,read,2023/11/17,2024/08/25,2024/08/25,1,"",,,,,,,5.0,,"",,"",No
Árboles petrificados,Amparo Dávila,"",9786077454274,paperback,to-read,2019/03/05,"","",0,"",,,,,,,,,"",,"",No
James and the Giant Peach,Roald Dahl,Quentin Blake (Illustrator),9780375814242,hardcover,read,2016/02/22,2016/03/03,2016/03/03,1,"",,,,,,,5.0,Brilliant.,"",,"",No
The Year of Necessary Lies,Kris Radish,"",9781940716510,paperback,to-read,2020/04/13,"","",0,"",,,,,,,,,"",,"",No
The Girl with the Dragon Tattoo,Stieg Larsson,Reg Keeland (Translator),9780670069019,hardcover,read,2017/11/30,2017/12/23,2017/12/23,1,"",,,,,,,4.0,,"",,"",No
Eldest,Christopher Paolini,"",9780375840401,paperback,read,2015/10/08,"","",1,"",,,,,,,3.0,,"",,"",No
Prelude to Foundation,Isaac Asimov,"",9780553900958,digital,read,2015/10/08,"","",1,"",,,,,,,2.0,,"",,"",No
Going to Meet the Man,James Baldwin,"",9780552990554,paperback,to-read,2019/12/20,"","",0,"",,,,,,,,,"",,"",No
Twenty Thousand Leagues Under the Sea,Jules Verne,Anthony Bonner (Translator),9780760728505,hardcover,read,2015/10/08,"","",1,"",,,,,,,4.0,,"",,"",No
The Hitchhiker's Guide to the Galaxy,Douglas Adams,Stephen Fry (Narrator),9781529044386,audio,read,2015/10/07,2016/05/27,2016/05/27,1,"",,,,,,,5.0,,"",,"",No
The Diary of a Young Girl,Anne Frank,"","",paperback,read,2015/10/07,"","",1,"",,,,,,,4.0,,"",,"",No
The Captain's Daughter,Alexander Pushkin,Robert Chandler (Translator),9781843911548,paperback,to-read,2025/01/17,"","",0,"",,,,,,,,,"",,"",No
White Teeth,Zadie Smith,"",9780375703867,paperback,read,2016/12/08,2017/06/14,2017/06/14,1,"",,,,,,,4.0,"Years after writing it, Zadie herself called this book immature. Although I agree, I thought the book was affecting and the characters compelling.","",,"",No
"Galileo's Middle Finger: Heretics, Activists, and the Search for Justice in Science",Alice Dreger,"",9781594206085,hardcover,to-read,2016/05/27,"","",0,"",,,,,,,,,"",,"",No
Ochi de cîine albastru,Gabriel García Márquez,Tudora Sandru-Mehedinti (Translator),9780307350510,hardcover,read,2015/10/08,"","",1,"",,,,,,,3.0,,"",,"",No
Knife of Dreams,Robert Jordan,"",9780812577563,paperback,read,2018/10/10,2018/10/10,2018/10/10,1,"",,,,,,,,,"",,"",No
"The Last Action Heroes: The Triumphs, Flops, and Feuds of Hollywood's Kings of Carnage",Nick de Semlyen,"",9780593238806,hardcover,read,2023/07/26,"","",2,"",,,,,,,5.0,"Even if I did already know most of what was in this book, it's still fun to read it again","",,"",No
Journey to the Center of the Earth,Jules Verne,"",9780553213973,paperback,read,2015/10/08,"","",1,"",,,,,,,5.0,,"",,"",No
Swag,Elmore Leonard,"",9780753819647,paperback,to-read,2016/12/08,"","",0,"",,,,,,,,,"",,"",No
Robinson Crusoe,"Daniel Defoe, Thomas Keymer","",9780199553976,paperback,read,2015/10/07,"","",1,"",,,,,,,4.0,"As a child I loved the adventure part of this and fantasized being Robinson. I wouldn't recommend it to a friend now, but if they're looking for adventure books for their bookworm child I would definitely say give this one a go","",,"",No
People We Meet on Vacation,Emily Henry,"",9781984806758,paperback,read,2023/07/22,2023/10/01,2023/10/01,1,"",,,,,,,2.0,,"",,"",No
The Song of Achilles,Madeline Miller,"",9780062060624,paperback,to-read,2019/08/15,"","",0,"",,,,,,,,,"",,"",No
Curtain,Agatha Christie,"",9780425173749,paperback,read,2019/11/04,2019/11/21,2019/11/21,1,"",,,,,,,5.0,,"",,"",No
A Dance with Dragons,George R.R. Martin,"","",digital,read,2015/10/08,"","",1,"",,,,,,,4.0,,"",,"",No
The Flavour Thesaurus,Niki Segnit,"",9780747599777,hardcover,read,2023/07/26,2023/12/28,2023/12/28,1,"",,,,,,,5.0,Very recommended,"",,"",No
My Year of Rest and Relaxation,Ottessa Moshfegh,"",9781787330412,paperback,to-read,2018/10/31,"","",0,"",,,,,,,,,"",,"",No
The Well of Ascension,Brandon Sanderson,"",9780765316882,hardcover,read,2019/04/01,2019/04/30,2019/04/30,1,"",,,,,,,3.0,,"",,"",No
The Dharma Bums,Jack Kerouac,"",9780451152756,paperback,read,2015/10/08,2016/02/04,2016/02/04,1,"",,,,,,,3.0,,"",,"",No
Get Shorty,Elmore Leonard,"",9780060082161,paperback,read,2016/12/08,2019/07/21,2019/07/21,1,"",,,,,,,4.0,,"",,"",No
The Couple Next Door,Shari Lapena,"",9780735221086,hardcover,read,2019/08/08,2019/08/15,2019/08/15,1,"",,,,,,,3.0,,"",,"",No
La casa verde,Mario Vargas Llosa,"",9789707702493,paperback,read,2016/06/15,2016/07/09,2016/07/09,1,"",,,,,,,3.0,,"",,"",No
The Key to Rebecca,Ken Follett,"",9780451207791,paperback,to-read,2024/03/09,"","",0,"",,,,,,,,,"",,"",No
Night of the Hunter,R.A. Salvatore,"",9780786965113,hardcover,to-read,2021/02/09,"","",0,"",,,,,,,,,"",,"",No
The Notebook,José Saramago,"",9781844676149,hardcover,read,2015/10/08,"","",1,"",,,,,,,3.0,,"",,"",No
Crossroads of Twilight,Robert Jordan,"",9780312864590,hardcover,read,2018/10/10,2018/10/10,2018/10/10,1,"",,,,,,,,,"",,"",No
Romancero gitano,Federico García Lorca,"",9789871165292,paperback,to-read,2023/11/17,"","",0,"",,,,,,,,,"",,"",No
Cuentos escritos a máquina,Gianni Rodari,"",,,read,2015/10/07,"","",1,"",,,,,,,3.0,Meh.,"",,"",No
The Spanish Love Deception,Elena Armas,"",9781668002537,digital,read,2022/10/02,2022/10/02,2022/10/02,1,"",,,,,,,,,"",,"",No
The Great Hunt,Robert Jordan,"",9780812517729,paperback,read,2017/12/17,2018/01/31,2018/01/31,1,"",,,,,,,4.0,,"",,"",No
The Witches,Roald Dahl,Quentin Blake (Illustrator),9780590032490,paperback,read,2016/02/22,2016/03/10,2016/03/10,1,"",,,,,,,5.0,,"",,"",No
The Death of Artemio Cruz,Carlos Fuentes,Alfred J. Mac Adam,9780374522834,paperback,to-read,2025/09/05,"","",0,"",,,,,,,,,"",,"",No
The Reformation: A History,Diarmaid MacCulloch,"",9780143035381,paperback,to-read,2024/10/01,"","",0,"",,,,,,,,,"",,"",No
The Fourth Protocol,Frederick Forsyth,"",9780099642619,digital,read,2025/07/09,2025/08/07,2025/08/01-2025/08/07,1,"adventurous, mysterious, tense",fast,Plot,No,No,No,No,4.5,"","","","",No
The Eye of the World,Robert Jordan,"",9780812511819,paperback,read,2017/09/26,2017/12/17,2017/12/17,1,"",,,,,,,4.0,,"",,"",No
La Malinche,Laura Esquivel,"",9780743290333,hardcover,read,2015/10/08,"","",1,"",,,,,,,2.0,,"",,"",No
Everything I Never Told You,Celeste Ng,"",9781594205712,hardcover,read,2018/01/28,2018/01/28,2018/01/28,1,"",,,,,,,4.0,,"",,"",No
The Most Fun We Ever Had,Claire Lombardo,"",9780385544252,hardcover,to-read,2019/07/08,"","",0,"",,,,,,,,,"",,"",No
El prisionero del cielo,Carlos Ruiz Zafón,"",9788408105824,hardcover,read,2020/07/21,2020/08/20,2020/08/20,1,"",,,,,,,3.0,,"",,"",No
A Man Called Ove,Fredrik Backman,Henning Koch (Translator),9781476738017,hardcover,to-read,2020/04/13,"","",0,"",,,,,,,,,"",,"",No
Gone Girl,Gillian Flynn,"",9780307588371,paperback,read,2016/01/25,2016/05/04,2016/05/04,1,"",,,,,,,4.0,,"",,"",No
Doña Perfecta,Benito Pérez Galdós,"",9789871136131,paperback,read,2015/10/07,"","",1,"",,,,,,,4.0,"Este libro es mi favorito de Pérez Galdós. Bastante gracioso, las ideas que defiende envejecieron bastante bien y rápidamente te conectas con los personajes. Lo único que me molesta es que no entiendo la política de la España de Galdós así que no entendí mucho el conflicto militar. Lo recomiendo bastante.","",,"",No
The First Men in the Moon,H.G. Wells,"Patrick Parrinder, Steven McLean, China Miéville (Contributor)",9780141441085,paperback,read,2015/10/08,"","",1,"",,,,,,,5.0,,"",,"",No
Big Swiss,Jen Beagin,"",9781982153083,hardcover,read,2023/08/08,2024/07/21,2024/07/21,1,"",,,,,,,3.0,Any attempt at vulnerability or realness is quickly slashed by something explicit or witty. It did give me a few chuckles though,"",,"",No
Three by Finney,Jack Finney,"",9780671640484,paperback,to-read,2024/03/18,"","",0,"",,,,,,,,,"",,"",No
On Writing: A Memoir of the Craft,Stephen King,"",9780743455961,paperback,to-read,2021/07/14,"","",0,"",,,,,,,,,"",,"",No
The Wedding Party,Jasmine Guillory,"",9781984802200,digital,read,2019/02/14,2019/08/11,2019/08/11,1,"",,,,,,,5.0,,"",,"",No
Bretonische Brandung,Jean-Luc Bannalec,"",9783462044966,paperback,to-read,2019/02/01,"","",0,"",,,,,,,,,"",,"",No
Death's End,Cixin Liu,Ken Liu (Translator),9780765377104,hardcover,read,2019/04/16,2019/04/29,2019/04/29,1,"",,,,,,,3.0,,"",,"",No
Never Have I Ever,Joshilyn Jackson,Joshilyn Jackson (Narrator),9780062933546,audio,to-read,2019/07/08,"","",0,"",,,,,,,,,"",,"",No
Odd and the Frost Giants,Neil Gaiman,Mark Buckingham (Illustrator),9780747595380,paperback,read,2024/09/01,2024/09/06,2024/09/06,1,"",,,,,,,4.0,Fun,"",,"",No
The Adventures of Amina al-Sirafi,S.A. Chakraborty,"",B0B3XQBGPS,digital,to-read,2023/11/28,"","",0,"",,,,,,,,,"",,"",No
Catching Fire,Suzanne Collins,"",9780439023498,hardcover,read,2015/10/08,"","",1,"",,,,,,,2.0,,"",,"",No
The Worst Witch,Jill Murphy,"",9780141319629,paperback,to-read,2025/09/07,"","",0,"",,,,,,,,,"",,"",No
I Know Why the Caged Bird Sings,Maya Angelou,"",9780553279375,paperback,read,2015/10/07,"","",1,"",,,,,,,5.0,"I liked it so much that any attempt to give it a review would just lessen the experience. Still, I would recommend reading only 1-2 chapters a day.","",,"",No
العصابة المرقطة وقصص أخرى,"Arthur Conan Doyle, Arthur Conan Doyle, بشار منيب رافع","",9781563120015,paperback,read,2018/10/29,2018/10/29,2018/10/29,1,"",,,,,,,3.0,,"",,"",No
Rhythm of War,Brandon Sanderson,"",9780765326386,hardcover,read,2023/08/08,2023/11/12,2023/11/12,1,"",,,,,,,2.0,"After much deliberation, I decided to not finish the whole thing, much like with the Mistborn series. The author and I share different sensibilities and I don't imagine picking another of his books uo","",,"",No
Holidate,Monica Murphy,"",9781945522215,paperback,read,2019/12/20,2019/12/25,2019/12/25,1,"",,,,,,,2.0,,"",,"",No
Once Upon a Time in Hollywood,Quentin Tarantino,"",9780063112520,paperback,read,2021/08/13,2021/08/13,2021/08/13,1,"",,,,,,,4.0,,"",,"",No
The Best of Adam Sharp,Graeme Simsion,"",9781250130402,hardcover,to-read,2020/04/13,"","",0,"",,,,,,,,,"",,"",No
The Underground Railroad,Colson Whitehead,"",9780385542364,hardcover,to-read,2016/12/08,"","",0,"",,,,,,,,,"",,"",No
Bretonische Flut: Kommissar Dupins fünfter Fall,Jean-Luc Bannalec,"",9783462049374,,to-read,2019/02/01,"","",0,"",,,,,,,,,"",,"",No
The Light Pirate,Lily Brooks-Dalton,"",9781538708279,hardcover,to-read,2023/11/28,"","",0,"",,,,,,,,,"",,"",No
The Thousand Orcs,R.A. Salvatore,"",9780786929801,paperback,to-read,2021/02/09,"","",0,"",,,,,,,,,"",,"",No
Vampires of El Norte,Isabel Cañas,"",9780593436721,hardcover,to-read,2023/11/28,"","",0,"",,,,,,,,,"",,"",No
El lugar sin límites,José Donoso,"",9789681902643,paperback,read,2017/11/30,2017/12/12,2017/12/12,1,"",,,,,,,3.0,,"",,"",No
Before They Are Hanged,Joe Abercrombie,"",9780575077881,paperback,read,2019/02/22,2019/02/27,2019/02/27,1,"",,,,,,,4.0,,"",,"",No
Catch-22,Joseph Heller,"",9780684833392,paperback,read,2015/10/17,2016/06/22,2016/06/22,1,"",,,,,,,5.0,,"",,"",No
Trabajos del reino,Yuri Herrera,"",9789703505067,,read,2020/07/08,2020/07/21,2020/07/21,1,"",,,,,,,5.0,,"",,"",No
A Court of Thorns and Roses,Sarah J. Maas,"",9781619634442,hardcover,read,2025/09/23,2025/09/25,2025/09/25,1,"",,"","","","","",2.0,"","","","",No
The Three-Body Problem,Cixin Liu,Ken Liu (Translator),1466853441,digital,read,2019/02/11,2019/04/01,2019/04/01,1,"",,,,,,,5.0,,"",,"",No
"Going Clear: Scientology, Hollywood, and the Prison of Belief",Lawrence Wright,"",9780307700667,hardcover,read,2017/01/18,2017/01/28,2017/01/28,1,"",,,,,,,5.0,,"",,"",No
Artemis,Andy Weir,"",9780553448122,hardcover,read,2017/12/06,2017/12/19,2017/12/19,1,"",,,,,,,4.0,,"",,"",No
A Day of Fallen Night,Samantha Shannon,"",9781635577921,hardcover,read,2023/08/08,2023/12/14,2023/12/14,1,"",,,,,,,4.0,,"",,"",No
Napoleon: A Life,Andrew Roberts,"",9780670025329,hardcover,read,2023/12/21,2025/06/28,2025/06/28,1,"",,,,,,,4.0,,"",,"",No
The Ones Who Walk Away from Omelas,Ursula K. Le Guin,"",9780062470973,digital,to-read,2025/07/28,"","",0,"",,,,,,,,,"",,"",No
"The First Part of the Contention Between the Two Famous Houses of York and Lancaster, &c., 1594",William Shakespeare,"",9781333004729,paperback,read,2020/02/20,2020/03/29,2020/03/29,1,"",,,,,,,3.0,,"",,"",No
The Color Purple,"Alice Walker, Alice Walker",Helga Pfetsch,3499154277,paperback,read,2016/01/20,2019/01/22,2019/01/22,1,"",,,,,,,5.0,,"",,"",No
The Woman in the Window,A.J. Finn,"",9780062678416,hardcover,to-read,2019/09/21,"","",0,"",,,,,,,,,"",,"",No
The 7 1/2 Deaths of Evelyn Hardcastle,Stuart Turton,"","",digital,read,2023/11/17,2025/08/25,2025/08/22-2025/08/25,1,"mysterious, tense",medium,A mix,It's complicated,No,Yes,Yes,4.0,<div>Thrilling and ultimately disappointing</div>,"","","",No
